fonte,secao_origem,palavra_chave,posicao,product_id,produto,tipo_produto,seller,marca,preco_exibicao,preco,preco_original_exibicao,preco_original,ofertas_exibicao,ofertas,rating,reviews,tag,delivery,condicao_anuncio,link_produto_google,link_ofertas,thumbnail,thumbnail_video,product_token,capturado_em,preco_outlier,indice_preco,desconto_percentual,score_preco,score_promo,score_atratividade,score_visibilidade,score_qualidade,score_relevancia
google_shopping,shopping_results,modelador de cabelo,11,13881556466236962799,Gama Modelador Uniq Vibrance 8 em 1,outros,Me.linda,,"R$ 1.329,90 agora",1329.9,,,e mais,,5.0,2.0,,Devolução em até 7 dia(s),,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:8035698410473410372,mid:576462900363453239,oid:14067687594856960400,iid:8281015854852378310,rds:UENfODAzNTY5ODQxMDQ3MzQxMDM3MnxQUk9EX1BDXzgwMzU2OTg0MTA0NzM0MTAzNzI=,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:8035698410473410372,mid:576462900363453239,oid:14067687594856960400,iid:8281015854852378310,rds:UENfODAzNTY5ODQxMDQ3MzQxMDM3MnxQUk9EX1BDXzgwMzU2OTg0MTA0NzM0MTAzNzI=,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRFqsrpXj_b2LJs4jSO1GH4Sho_kCsDINjRKn24L7XEorwALLIkyifOJP7arazaqrRFgib6ERf6kkxO5gf96cWm5sA6wFBsUhTdz_s-JUMQoFLGqsWmciweHg,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiIiLCJjYXRhbG9naWQiOiIxMzg4MTU1NjQ2NjIzNjk2Mjc5OSIsImdwY2lkIjoiODAzNTY5ODQxMDQ3MzQxMDM3MiIsImhlYWRsaW5lT2ZmZXJEb2NpZCI6IjE0MDY3Njg3NTk0ODU2OTYwNDAwIiwicmRzIjoiUENfODAzNTY5ODQxMDQ3MzQxMDM3MnxQUk9EX1BDXzgwMzU2OTg0MTA0NzM0MTAzNzIiLCJpbWFnZURvY2lkIjoiODI4MTAxNTg1NDg1MjM3ODMxMCIsInB2byI6IjMiLCJlaSI6IkQ3dzJhY0xCQ2F1eHF0c1AiLCJtaWQiOiI1NzY0NjI5MDAzNjM0NTMyMzkiLCJwdnQiOiJoZyIsImdsIjoiYnIiLCJobCI6InB0IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyJ9,2025-12-08 08:53:21,True,6.679893515495505,0.0,0.0,0.0,0.0,0.75,0.23804628387473534,0.37141388516242063
google_shopping,shopping_results,modelador de cabelo,12,2627092272933485093,Modelador de Cachos MQ Curling Gold 25mm,outros,MQ Professional Hair Styling,,"R$ 415,92 agora",415.92,,,e mais,,4.9,14.0,,,,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:11314039021307951317,mid:576462864196080237,oid:13377883681679311588,iid:15743552359019800806,rds:UENfMTEzMTQwMzkwMjEzMDc5NTEzMTd8UFJPRF9QQ18xMTMxNDAzOTAyMTMwNzk1MTMxNw==,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:11314039021307951317,mid:576462864196080237,oid:13377883681679311588,iid:15743552359019800806,rds:UENfMTEzMTQwMzkwMjEzMDc5NTEzMTd8UFJPRF9QQ18xMTMxNDAzOTAyMTMwNzk1MTMxNw==,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSUrqocNqglmj1O3tOAz35ycAk3Y491dt6NINFhoDYLUXTEWZzDWE3P4cuGQVDg-qcdqiYt7LBrg-nD7lEMpbOn5My8iTKHBjJ-pCDwY_4OrLbkjcx0_BM42g,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiIiLCJjYXRhbG9naWQiOiIyNjI3MDkyMjcyOTMzNDg1MDkzIiwiZ3BjaWQiOiIxMTMxNDAzOTAyMTMwNzk1MTMxNyIsImhlYWRsaW5lT2ZmZXJEb2NpZCI6IjEzMzc3ODgzNjgxNjc5MzExNTg4IiwicmRzIjoiUENfMTEzMTQwMzkwMjEzMDc5NTEzMTd8UFJPRF9QQ18xMTMxNDAzOTAyMTMwNzk1MTMxNyIsImltYWdlRG9jaWQiOiIxNTc0MzU1MjM1OTAxOTgwMDgwNiIsInB2byI6IjMiLCJlaSI6IkQ3dzJhY0xCQ2F1eHF0c1AiLCJtaWQiOiI1NzY0NjI4NjQxOTYwODAyMzciLCJwdnQiOiJoZyIsImdsIjoiYnIiLCJobCI6InB0IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyJ9,2025-12-08 08:53:21,False,2.0891054297051586,0.0,0.0,0.0,0.0,0.725,0.575042230727395,0.4625126692182185
google_shopping,shopping_results,modelador de cabelo,13,2947459257392887239,ESCOVA MODELADORA 5 EM 1 NEW HOT AIR STYLER,outros,Shopee,,"R$ 89,99",89.99,,,,,4.3,34.0,,,,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=pid:2947459257392887239,oid:2947459257392887239,iid:11708481086383085402,rds:TE9fMjk0NzQ1OTI1NzM5Mjg4NzIzOXxQUk9EX0xPXzI5NDc0NTkyNTczOTI4ODcyMzk=,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=pid:2947459257392887239,oid:2947459257392887239,iid:11708481086383085402,rds:TE9fMjk0NzQ1OTI1NzM5Mjg4NzIzOXxQUk9EX0xPXzI5NDc0NTkyNTczOTI4ODcyMzk=,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSb20yeVVDNzcPsKzwFDrTRYO8cXdPUyvsvIk7tbRTu9S7y2qo5kNTdiDOw0aBN0890IYu1zWJ6lWsatFgtG9iHG223R4_mDlvUfJJhtct9Na13jLoqtQUoGQ,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiIyOTQ3NDU5MjU3MzkyODg3MjM5IiwiY2F0YWxvZ2lkIjoiIiwiZ3BjaWQiOiIiLCJoZWFkbGluZU9mZmVyRG9jaWQiOiIyOTQ3NDU5MjU3MzkyODg3MjM5IiwicmRzIjoiTE9fMjk0NzQ1OTI1NzM5Mjg4NzIzOXxQUk9EX0xPXzI5NDc0NTkyNTczOTI4ODcyMzkiLCJpbWFnZURvY2lkIjoiMTE3MDg0ODEwODYzODMwODU0MDIiLCJwdm8iOiIzIiwiZWkiOiJEN3cyYWNMQkNhdXhxdHNQIiwibWlkIjoiIiwicHZ0IjoiaGciLCJnbCI6ImJyIiwiaGwiOiJwdCIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMifQ==,2025-12-08 08:53:21,False,0.452006630167261,0.0,1.0,0.0,0.7,0.7,0.6625177656191776,0.6887553296857533
google_shopping,shopping_results,modelador de cabelo,14,3526592543475938752,Modelador Focus Extreme 230°C/450°F 25mm Bivolt Lizz Professional,outros,Amazon,,"R$ 299,00",299.0,,,e mais,,5.0,2.0,,Devolução em até 7 dia(s),,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:1320426089506720876,mid:576462872553204115,oid:3451583309276571293,iid:3819270405326202213,rds:UENfMTMyMDQyNjA4OTUwNjcyMDg3NnxQUk9EX1BDXzEzMjA0MjYwODk1MDY3MjA4NzY=,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:1320426089506720876,mid:576462872553204115,oid:3451583309276571293,iid:3819270405326202213,rds:UENfMTMyMDQyNjA4OTUwNjcyMDg3NnxQUk9EX1BDXzEzMjA0MjYwODk1MDY3MjA4NzY=,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT_xHWZuktlCy4rJ2itq8Bq8HibdGbyz-fv087bUWrKFw1-ZoY5kU7dbohrxbve8bqd2ep4A_cqC-If7W5lp1wc6TWpNf9uPZ4cF5VAI5VSmAPHAA1DsNEGZg,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiIiLCJjYXRhbG9naWQiOiIzNTI2NTkyNTQzNDc1OTM4NzUyIiwiZ3BjaWQiOiIxMzIwNDI2MDg5NTA2NzIwODc2IiwiaGVhZGxpbmVPZmZlckRvY2lkIjoiMzQ1MTU4MzMwOTI3NjU3MTI5MyIsInJkcyI6IlBDXzEzMjA0MjYwODk1MDY3MjA4NzZ8UFJPRF9QQ18xMzIwNDI2MDg5NTA2NzIwODc2IiwiaW1hZ2VEb2NpZCI6IjM4MTkyNzA0MDUzMjYyMDIyMTMiLCJwdm8iOiIzIiwiZWkiOiJEN3cyYWNMQkNhdXhxdHNQIiwibWlkIjoiNTc2NDYyODcyNTUzMjA0MTE1IiwicHZ0IjoiaGciLCJnbCI6ImJyIiwiaGwiOiJwdCIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMifQ==,2025-12-08 08:53:21,False,1.5018333417047567,0.0,0.0,0.0,0.0,0.675,0.23804628387473534,0.3414138851624206
google_shopping,shopping_results,modelador de cabelo,15,1855083548281935292,Modelador de Cachos Babyliss PRO Nano Titanium 25mm Bivolt,outros,mercadolivre.com.br,,"R$ 528,07",528.07,,,,,5.0,5.0,,Devolução em até 30 dia(s),,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:4308611611293494037,mid:576462839967557125,oid:5628102417870120907,iid:3782548863433667497,rds:UENfNDMwODYxMTYxMTI5MzQ5NDAzN3xQUk9EX1BDXzQzMDg2MTE2MTEyOTM0OTQwMzc=,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:4308611611293494037,mid:576462839967557125,oid:5628102417870120907,iid:3782548863433667497,rds:UENfNDMwODYxMTYxMTI5MzQ5NDAzN3xQUk9EX1BDXzQzMDg2MTE2MTEyOTM0OTQwMzc=,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQLaAVeLKOVMxSeFMiaJCu6X_R250gBDlQHZsMt3ojmyDSE3-xXAkEeQTUJvdce9V3mvT-57Jkpzgpzo49gEUdPmmWKzDLz4uyTnSo3e8gtLPtzwAN2TE-kBA,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiIiLCJjYXRhbG9naWQiOiIxODU1MDgzNTQ4MjgxOTM1MjkyIiwiZ3BjaWQiOiI0MzA4NjExNjExMjkzNDk0MDM3IiwiaGVhZGxpbmVPZmZlckRvY2lkIjoiNTYyODEwMjQxNzg3MDEyMDkwNyIsInJkcyI6IlBDXzQzMDg2MTE2MTEyOTM0OTQwMzd8UFJPRF9QQ180MzA4NjExNjExMjkzNDk0MDM3IiwiaW1hZ2VEb2NpZCI6IjM3ODI1NDg4NjM0MzM2Njc0OTciLCJwdm8iOiIzIiwiZWkiOiJEN3cyYWNMQkNhdXhxdHNQIiwibWlkIjoiNTc2NDYyODM5OTY3NTU3MTI1IiwicHZ0IjoiaGciLCJnbCI6ImJyIiwiaGwiOiJwdCIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMifQ==,2025-12-08 08:53:21,False,2.6524185041940833,0.0,0.0,0.0,0.0,0.65,0.38823676709842325,0.376471030129527
google_shopping,shopping_results,modelador de cabelo,16,4781861292190831187,New Hair Professional | eletronicos > beleza e bem-estar > modeladores > babyliss curly new hair professional modelador de cabelo | Babyliss Curly New,outros,Enjoei.com,,"R$ 239,00 agora",239.0,,,,,,,,Devolução gratuita em até 7 dia(s),,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=pid:4781861292190831187,oid:4781861292190831187,iid:10893901781657890,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=pid:4781861292190831187,oid:4781861292190831187,iid:10893901781657890,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRiSBwR2cfGFhS0TDRqE1gWhayayCJxJp-6isnH3R1QsPUsYKm5n4g_4oibxiYI4UCT4D3hjQECBxYqIvFt4cca5bRRObWjGSEawSYSQRbC,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiI0NzgxODYxMjkyMTkwODMxMTg3IiwiY2F0YWxvZ2lkIjoiIiwiZ3BjaWQiOiIiLCJoZWFkbGluZU9mZmVyRG9jaWQiOiI0NzgxODYxMjkyMTkwODMxMTg3IiwicmRzIjoiIiwiaW1hZ2VEb2NpZCI6IjEwODkzOTAxNzgxNjU3ODkwIiwicHZvIjoiMyIsImVpIjoiRDd3MmFjTEJDYXV4cXRzUCIsIm1pZCI6IiIsInB2dCI6ImhnIiwiZ2wiOiJiciIsImhsIjoicHQiLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIn0=,2025-12-08 08:53:21,False,1.2004621025666784,0.0,0.5990757948666432,0.0,0.4193530564066502,0.625,,0.37580591692199505
google_shopping,shopping_results,modelador de cabelo,17,1139263719284732227,nova Modelador De Cachos Cacheador De Cabelos Profissional Bivolt,outros,Casas Bahia,,"R$ 80,84",80.84,R$ 117,117.0,e mais,,,,,,,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:2218019611998807026,mid:576462784353969323,oid:11889029546594808524,iid:7621386930229281690,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:2218019611998807026,mid:576462784353969323,oid:11889029546594808524,iid:7621386930229281690,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRTjAXp1z3EP5nCgrAW5O_0kwfwkwKFHjgsadmi96RuZW6WbW5-CwK_EpYjd8eXwEomVDNbjdBzrIGHJbaqRSoPiHnOy9z3mWZpeiNVG43l1DGOKeIVy9NdQg,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiIiLCJjYXRhbG9naWQiOiIxMTM5MjYzNzE5Mjg0NzMyMjI3IiwiZ3BjaWQiOiIyMjE4MDE5NjExOTk4ODA3MDI2IiwiaGVhZGxpbmVPZmZlckRvY2lkIjoiMTE4ODkwMjk1NDY1OTQ4MDg1MjQiLCJyZHMiOiIiLCJpbWFnZURvY2lkIjoiNzYyMTM4NjkzMDIyOTI4MTY5MCIsInB2byI6IjMiLCJlaSI6IkQ3dzJhY0xCQ2F1eHF0c1AiLCJtaWQiOiI1NzY0NjI3ODQzNTM5NjkzMjMiLCJwdnQiOiJoZyIsImdsIjoiYnIiLCJobCI6InB0IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyJ9,2025-12-08 08:53:21,False,0.4060475161987041,0.30905982905982904,1.0,1.0,1.0,0.6,,0.54
google_shopping,shopping_results,modelador de cabelo,18,3405566493278650766,Modelador Kiss New York Red Pro Cerâmica - Kaci01Br,outros,Shopee,,"R$ 429,90",429.9,,,e mais,,4.6,5.0,,,,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:6367809229057778272,mid:576462865171881931,oid:15409777444737063941,iid:4356823146497201834,rds:UENfNjM2NzgwOTIyOTA1Nzc3ODI3MnxQUk9EX1BDXzYzNjc4MDkyMjkwNTc3NzgyNzI=,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:6367809229057778272,mid:576462865171881931,oid:15409777444737063941,iid:4356823146497201834,rds:UENfNjM2NzgwOTIyOTA1Nzc3ODI3MnxQUk9EX1BDXzYzNjc4MDkyMjkwNTc3NzgyNzI=,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTABZ-B6896v7UZ5nV78PGcVmesnRvkHUV_VXyDl8d4bogg058me7b20L7Sz6qihRBum6Q18s9Cq7XlPZ2WrhpqA6YZ0zvucf8fHlMxFKw90-Bk14ZEbpUHGg,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiIiLCJjYXRhbG9naWQiOiIzNDA1NTY2NDkzMjc4NjUwNzY2IiwiZ3BjaWQiOiI2MzY3ODA5MjI5MDU3Nzc4MjcyIiwiaGVhZGxpbmVPZmZlckRvY2lkIjoiMTU0MDk3Nzc0NDQ3MzcwNjM5NDEiLCJyZHMiOiJQQ182MzY3ODA5MjI5MDU3Nzc4MjcyfFBST0RfUENfNjM2NzgwOTIyOTA1Nzc3ODI3MiIsImltYWdlRG9jaWQiOiI0MzU2ODIzMTQ2NDk3MjAxODM0IiwicHZvIjoiMyIsImVpIjoiRDd3MmFjTEJDYXV4cXRzUCIsIm1pZCI6IjU3NjQ2Mjg2NTE3MTg4MTkzMSIsInB2dCI6ImhnIiwiZ2wiOiJiciIsImhsIjoicHQiLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIn0=,2025-12-08 08:53:21,False,2.1593249284243305,0.0,0.0,0.0,0.0,0.575,0.35717782573054935,0.3371533477191648
google_shopping,shopping_results,modelador de cabelo,19,18402523425646966811,Modelador De Cabelos Duas Ondas Cerâmica Bivolt Profissional Benedita,outros,Amazon.com.br - Seller,,"R$ 84,90 agora",84.9,,,e mais,,5.0,5.0,,,,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=oid:2534248903694974547,iid:9924680221968558333,rds:Q0lEXzE4NDAyNTIzNDI1NjQ2OTY2ODExfFBST0RfQ0lEXzE4NDAyNTIzNDI1NjQ2OTY2ODEx,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=oid:2534248903694974547,iid:9924680221968558333,rds:Q0lEXzE4NDAyNTIzNDI1NjQ2OTY2ODExfFBST0RfQ0lEXzE4NDAyNTIzNDI1NjQ2OTY2ODEx,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRGnpZOmp4__WUvMoMjnluHUsMp2mN0TRbPlK9VpZTGrmkrJiutlsJVeUgahHtwHZq2KP7igjDwjvrW791tbG3reYksz8HMgORRB72NkD1RuY47w6U9mwUX,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiIiLCJjYXRhbG9naWQiOiIxODQwMjUyMzQyNTY0Njk2NjgxMSIsImdwY2lkIjoiIiwiaGVhZGxpbmVPZmZlckRvY2lkIjoiMjUzNDI0ODkwMzY5NDk3NDU0NyIsInJkcyI6IkNJRF8xODQwMjUyMzQyNTY0Njk2NjgxMXxQUk9EX0NJRF8xODQwMjUyMzQyNTY0Njk2NjgxMSIsImltYWdlRG9jaWQiOiI5OTI0NjgwMjIxOTY4NTU4MzMzIiwicHZvIjoiMyIsImVpIjoiRDd3MmFjTEJDYXV4cXRzUCIsIm1pZCI6IiIsInB2dCI6ImhnIiwiZ2wiOiJiciIsImhsIjoicHQiLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIn0=,2025-12-08 08:53:21,False,0.42644030338038075,0.0,1.0,0.0,0.7,0.55,0.38823676709842325,0.546471030129527
google_shopping,shopping_results,modelador de cabelo,20,11620102982011294972,Modelador De Cachos - Kiss New York - Automático - Instawave,outros,Mercado Livre,,"R$ 399,90 agora",399.9,,,,,4.6,104.0,,,,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=pid:11620102982011294972,oid:11620102982011294972,iid:3022025403299569055,rds:UENfNTA5ODUyMjU0MzYxOTkxMTMxOXxQUk9EX1BDXzUwOTg1MjI1NDM2MTk5MTEzMTk=,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=pid:11620102982011294972,oid:11620102982011294972,iid:3022025403299569055,rds:UENfNTA5ODUyMjU0MzYxOTkxMTMxOXxQUk9EX1BDXzUwOTg1MjI1NDM2MTk5MTEzMTk=,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ3FZYhJdKXViNL5noJLepLolLpenoDPuVC7pbS2bzETY15NH4Owk5Fciq5Dl4Wu8dN7X3WSd6T-ohMEV6TknO0gyNmYu0CRFc-pgPlSUBNjmq_7kiKtdW9Jg,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiIxMTYyMDEwMjk4MjAxMTI5NDk3MiIsImNhdGFsb2dpZCI6IiIsImdwY2lkIjoiIiwiaGVhZGxpbmVPZmZlckRvY2lkIjoiMTE2MjAxMDI5ODIwMTEyOTQ5NzIiLCJyZHMiOiJQQ181MDk4NTIyNTQzNjE5OTExMzE5fFBST0RfUENfNTA5ODUyMjU0MzYxOTkxMTMxOSIsImltYWdlRG9jaWQiOiIzMDIyMDI1NDAzMjk5NTY5MDU1IiwicHZvIjoiMyIsImVpIjoiRDd3MmFjTEJDYXV4cXRzUCIsIm1pZCI6IiIsInB2dCI6ImhnIiwiZ2wiOiJiciIsImhsIjoicHQiLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIn0=,2025-12-08 08:53:21,False,2.0086393088552916,0.0,0.0,0.0,0.0,0.525,0.9199999999999999,0.486
google_shopping,shopping_results,modelador de cabelo,21,3696378307334226896,Modelador de Cachos Vertix X330 10mm X 130mm Bivolt,outros,Casas Bahia,,"R$ 219,90 agora",219.9,,,e mais,,4.9,1.0,,,,"https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:14773316753250501534,mid:576462319619399740,oid:16247644117394066724,iid:4955402998249509545,rds:UENfMTMzMDA4NDQ1ODgzODA2ODQ3MnxQUk9EX1BDXzEzMzAwODQ0NTg4MzgwNjg0NzI=,pvt:hg,pvo:3&oshop=apv&pvs=0","https://www.google.com/search?q=modelador+de+cabelo+new&oq=modelador+de+cabelo+new&gl=br&hl=pt&udm=28&start=0&uule=w+CAIQICIGQnJhemls#oshopproduct=gid:14773316753250501534,mid:576462319619399740,oid:16247644117394066724,iid:4955402998249509545,rds:UENfMTMzMDA4NDQ1ODgzODA2ODQ3MnxQUk9EX1BDXzEzMzAwODQ0NTg4MzgwNjg0NzI=,pvt:hg,pvo:3&oshop=apv&pvs=0",https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcToPygFggWKx2Nwbi4Zy_Da25MZ85xadBrUQMDtTaqJNRoCEE26QvOVRQDo5Ng4Xv57xSv4T50CF27nA1lN7oAJ4WCxuVIAsl2Dgy-HvpE,,eyJxIjoibW9kZWxhZG9yIGRlIGNhYmVsbyBuZXciLCJwcm9kdWN0aWQiOiIiLCJjYXRhbG9naWQiOiIzNjk2Mzc4MzA3MzM0MjI2ODk2IiwiZ3BjaWQiOiIxNDc3MzMxNjc1MzI1MDUwMTUzNCIsImhlYWRsaW5lT2ZmZXJEb2NpZCI6IjE2MjQ3NjQ0MTE3Mzk0MDY2NzI0IiwicmRzIjoiUENfMTMzMDA4NDQ1ODgzODA2ODQ3MnxQUk9EX1BDXzEzMzAwODQ0NTg4MzgwNjg0NzIiLCJpbWFnZURvY2lkIjoiNDk1NTQwMjk5ODI0OTUwOTU0NSIsInB2byI6IjMiLCJlaSI6IkQ3dzJhY0xCQ2F1eHF0c1AiLCJtaWQiOiI1NzY0NjIzMTk2MTkzOTk3NDAiLCJwdnQiOiJoZyIsImdsIjoiYnIiLCJobCI6InB0IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyJ9,2025-12-08 08:53:21,False,1.1045255914410568,0.0,0.7909488171178864,0.0,0.5536641719825205,0.5,0.1471866735592142,0.4102552536625204
